I05.0,2.2031539888682747
I10,-3.0081941867656212
I25.9,26.2339208410637
I34.0,9.640847247990102
I35.1,5.203927025355599
I48,25.59987631416203
I50.0,12.599103277674708
K44.9,-3.5003092145949246
K76.0,-18.705318491032777
M47.99,0.2482993197278911
U07.1,-39.818800247371684
E11.9,-7.528602350030919
E66.0,0.241187384044526
J96.0,51.59338280766853
E87.6,-11.005256648113791
F01.9,5.8687384044526905
H91.9,-1.1805813234384663
I49.8,-1.0139146567717998
M47.95,-13.459956709956714
E11.65,-0.5895176252319105
E78.2,-1.5071119356833655
E87.5,3.94186765615337
G20,-0.7666975881261591
I63.8,-0.4826839826839828
N17.9,9.721397649969077
R74.8,-5.324675324675326
E11.8,-2.2226345083487935
I67.8,4.7813852813852815
K12.1,-0.1215213358070501
N40,-4.160482374768089
R94.5,0.36982065553494126
D69.6,5.080086580086581
I74.9,0.7343846629560915
J43.9,2.814935064935065
B97.2,-46.804885590599866
D64.9,7.133735312306744
D69.5,-0.2377860235003093
E03.9,-3.0817872603586896
F33.9,-3.2934446505875083
I11.9,-1.0785405071119358
I25.8,-0.5977118119975273
I27.2,9.234075448361162
I36.1,2.870593692022263
I50.9,8.492115027829314
N18.8,8.464285714285715
E86,0.533549783549784
I70.8,3.162183055040199
M47.90,-0.5929189857761283
R09.1,4.953463203463204
I25.11,0.7396413110698825
J18.9,12.241651205936922
R09.2,104.42053184910328
D51.8,-1.0590599876314162
E06.3,0.1301793444650583
M06.90,-1.1805813234384663
E66.9,2.4559369202226353
F92.0,-0.2441249226963513
C76.1,-0.1215213358070501
C90.00,-0.1215213358070501
F41.9,-6.996598639455783
I49.3,-0.6076066790352506
I82.8,0.24721706864564008
B34.0,-0.1215213358070501
B34.2,-0.5528756957328387
D46.7,0.8559059987631417
I46.9,118.11502782931355
I44.7,4.118274582560296
A41.9,21.44171304885591
E87.2,13.981601731601732
F03,6.786796536796537
I44.0,0.7396413110698825
I45.1,2.7343846629560913
J12.8,40.195423623995055
J69.8,2.567717996289425
M05.39+,0.8559059987631417
R40.2,9.217223252937538
E11.69,7.9944341372912815
E78.4,-1.1301793444650583
E78.1,-1.094774273345702
G51.8,-0.2430426716141002
G81.0,0.7343846629560915
R73,-2.3811069882498455
I25.5,0.2569573283858997
K21.9,-0.9281076066790352
N18.90,5.483457019171306
Z90.5,-0.562461348175634
A09,1.1042053184910328
I47.1,0.37507730364873226
K75.2,-0.4860853432282004
L89,2.5012368583797153
I20.0,0.531230674087817
I25.2,1.9036796536796539
J44.9,0.967377860235004
Z44.9,-0.2430426716141002
I70.9,-0.3506493506493502
K57.30,0.7419604205318491
K80.20,0.3492578849721717
R74.0,-15.416048237476812
D68.3,-0.8506493506493507
Z92.4,-5.208410636982066
D18.08,-3.0850340136054424
Z72.1,-3.541743970315399
E87.0,1.1957328385899815
